KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMNOMPRC,TMNOMPRC_FLG,TMYTM
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1963-05-31,8.2941900778939E+01,D,3.7365014516367E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1963-06-28,8.2800085469342E+01,D,3.7706895538333E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1963-07-31,8.2515980762638E+01,D,3.8393565584265E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1963-08-30,8.2356044535169E+01,D,3.8781166076901E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1963-09-30,8.2187494641391E+01,D,3.9190456996798E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1963-10-31,8.1945002720811E+01,D,3.9780776756926E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1963-11-29,8.2076841731477E+01,D,3.9459612913302E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1963-12-31,8.1837649869712E+01,D,4.0042673473609E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1964-01-31,8.1921006959836E+01,D,3.9839286738489E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1964-02-28,8.1760823847454E+01,D,4.0230308296338E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1964-03-31,8.1594084541387E+01,D,4.0727317499416E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1964-04-30,8.1549777709443E+01,D,4.0768976071565E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1964-05-28,8.1940117493053E+01,D,3.9792687246177E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1964-06-30,8.1957051824802E+01,D,3.9773172034309E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1964-07-31,8.1839684748130E+01,D,4.0059631508219E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1964-08-31,8.1791921305914E+01,D,4.0220379641095E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1964-09-30,8.1901262842228E+01,D,3.9909285799384E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1964-10-30,8.1832801403372E+01,D,4.0054509840389E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1964-11-30,8.1598450097845E+01,D,4.0694281164987E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1964-12-31,8.1554982032116E+01,D,4.0756219920504E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1965-01-29,8.1535217270341E+01,D,4.0782335761751E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1965-02-26,8.1360356496500E+01,D,4.1211247160619E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1965-03-31,8.1451104433637E+01,D,4.1010985183284E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1965-04-30,8.1387630045077E+01,D,4.1166819428729E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1965-05-28,8.1363282654597E+01,D,4.1204062083269E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1965-06-30,8.1481953649511E+01,D,4.0935291960088E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1965-07-30,8.1360672091686E+01,D,4.1210472215409E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1965-08-31,8.1237093110166E+01,D,4.1536885011148E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1965-09-30,8.0854725665963E+01,D,4.2479952321988E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1965-10-29,8.0553255435389E+01,D,4.3202986327050E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1965-11-30,8.0262004592451E+01,D,4.3950685063835E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1965-12-31,7.8769726465653E+01,D,4.7702149270387E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1966-01-31,7.8569951696490E+01,D,4.8262615166113E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1966-02-28,7.8078863173103E+01,D,4.9517292674598E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1966-03-31,7.8941368568912E+01,D,4.7267054538537E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1966-04-29,7.8654080687294E+01,D,4.7969564960396E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1966-05-31,7.8355084960481E+01,D,4.8837385148241E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1966-06-30,7.7840675459019E+01,D,5.0073774826781E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1966-07-29,7.7161380927381E+01,D,5.1797455477301E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1966-08-31,7.5719650629611E+01,D,5.5596029359810E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1966-09-30,7.7297233502690E+01,D,5.1474197330249E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1966-10-31,7.7439704743748E+01,D,5.1162144330647E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1966-11-30,7.7112176530014E+01,D,5.1953327999013E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1966-12-30,7.9100177977413E+01,D,4.6839680697507E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1967-01-31,7.9637055716985E+01,D,4.5513195273444E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1967-02-28,7.9096235097603E+01,D,4.6849639364629E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1967-03-31,8.0383330443655E+01,D,4.3648754287395E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1967-04-28,7.9311054186490E+01,D,4.6307785364907E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1967-05-31,7.9118449234946E+01,D,4.6793538833152E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1967-06-30,7.6878675453061E+01,D,5.2530761659189E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1967-07-31,7.7779526982108E+01,D,5.0203369950680E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1967-08-31,7.7135364104744E+01,D,5.1864827844207E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1967-09-29,7.7026886396704E+01,D,5.2145983510120E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1967-10-31,7.5696872650182E+01,D,5.5625707628345E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1967-11-30,7.5540986707713E+01,D,5.6037549875001E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1967-12-29,7.5595977298981E+01,D,5.5892170759009E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1968-01-31,7.6347526082037E+01,D,5.3915825159363E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1968-02-29,7.6385366487222E+01,D,5.3846302700760E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1968-03-29,7.5783400880273E+01,D,5.5397470604161E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1968-04-30,7.5248988215229E+01,D,5.6842397270175E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1968-05-31,7.5427353272800E+01,D,5.6369151231444E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1968-06-28,7.6414669477937E+01,D,5.3740206058914E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1968-07-31,7.7523566909377E+01,D,5.0889754905017E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1968-08-30,7.7207463020725E+01,D,5.1678178432746E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1968-09-30,7.7172149830897E+01,D,5.1854722172286E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1968-10-31,7.6656520388788E+01,D,5.3137985034680E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1968-11-29,7.5980900078356E+01,D,5.4877498236355E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1968-12-31,7.2860547910364E+01,D,6.3289893447672E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1969-01-31,7.3854945947757E+01,D,6.0580244668559E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1969-02-28,7.3011911793506E+01,D,6.2875062466732E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1969-03-28,7.3054107922264E+01,D,6.2725222513700E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1969-04-30,7.3323274944340E+01,D,6.2024431525898E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1969-05-29,7.2111187608297E+01,D,6.5284880423376E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1969-06-30,7.1019061071621E+01,D,6.8481899001772E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1969-07-31,7.1250409869711E+01,D,6.7756793668535E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1969-08-29,7.0606474904357E+01,D,6.9533465007680E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1969-09-30,6.7485677348085E+01,D,7.8607884268553E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1969-10-31,7.0040914156741E+01,D,7.1179120797298E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1969-11-28,6.8989247084250E+01,D,7.4162631855445E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1969-12-31,6.7125669904732E+01,D,7.9677069417216E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1970-01-30,6.6797786629936E+01,D,8.0611705801052E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1970-02-27,6.9949905141332E+01,D,7.1399921121476E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1970-03-31,7.0288161642876E+01,D,7.0474741242020E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1970-04-30,6.7906673034477E+01,D,7.7364781622001E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1970-05-29,6.8354594101138E+01,D,7.6008984006446E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1970-06-30,6.8585059067660E+01,D,7.5377789240574E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1970-07-31,6.9171059232282E+01,D,7.3677152591815E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1970-08-31,6.9607693051768E+01,D,7.2498742588411E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1970-09-30,7.0294779942693E+01,D,7.0455920537161E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1970-10-30,7.0894345462557E+01,D,6.8720591067914E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1970-11-30,7.4462555560698E+01,D,5.9007091026395E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1970-12-31,7.4375406077426E+01,D,5.9176545045634E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1971-01-29,7.5362088446253E+01,D,5.6511238049389E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1971-02-26,7.6690832223000E+01,D,5.3019498504678E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1971-03-31,7.7951767335051E+01,D,4.9761450110416E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1971-04-30,7.4165220835348E+01,D,5.9709537920843E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1971-05-28,7.3305253587906E+01,D,6.2039592348612E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1971-06-30,7.1223055971551E+01,D,6.7796422029701E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1971-07-30,7.0835686606610E+01,D,6.8885960805439E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1971-08-31,7.3983207651179E+01,D,6.0200434862163E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1971-09-30,7.4202282489333E+01,D,5.9609728777806E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1971-10-29,7.5341677699085E+01,D,5.6565353229630E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1971-11-30,7.5102695020001E+01,D,5.7200062953860E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1971-12-31,7.6219280621048E+01,D,5.4251691403833E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1972-01-31,7.5119961076984E+01,D,5.7154138706815E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1972-02-29,7.5336167900290E+01,D,5.6610948299479E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1972-03-30,7.4074364092684E+01,D,5.9954431464753E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1972-04-28,7.4823962629109E+01,D,5.7942899719503E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1972-05-31,7.5147628604123E+01,D,5.7111829166265E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1972-06-30,7.4423474542452E+01,D,5.9047398534609E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1972-07-31,7.4514351902531E+01,D,5.8867942641480E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1972-08-31,7.3778709051029E+01,D,6.0786688518466E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1972-09-29,7.3867030924230E+01,D,6.0514400056717E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1972-10-31,7.3736529945078E+01,D,6.0900998082276E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1972-11-30,7.4053136838529E+01,D,6.0044553958640E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1972-12-29,7.3441371350873E+01,D,6.1668970416957E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1973-01-31,7.2971203573559E+01,D,6.2986543649834E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1973-02-28,7.1918348406940E+01,D,6.5891644947523E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1973-03-30,7.1697470022877E+01,D,6.6470100430905E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1973-04-30,7.2019774140143E+01,D,6.5681881726019E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1973-05-31,7.1899921883280E+01,D,6.5942866345016E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1973-06-29,7.1447726512407E+01,D,6.7167211827400E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1973-07-31,6.8238134537615E+01,D,7.6391463198311E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1973-08-31,7.0282358048569E+01,D,7.0491246596985E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1973-09-28,7.2085908542739E+01,D,6.5390659275823E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1973-10-31,7.1765206752782E+01,D,6.6317741976487E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1973-11-30,7.1852967268955E+01,D,6.6073448485786E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1973-12-31,7.1610642661849E+01,D,6.6821910118797E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1974-01-31,7.1374139083853E+01,D,6.7409976848031E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1974-02-28,7.1143702862189E+01,D,6.8056380735544E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1974-03-29,6.8999887830815E+01,D,7.4131820449377E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1974-04-30,6.7230287906444E+01,D,7.9365774770829E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1974-05-31,6.7932939596337E+01,D,7.7287478172500E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1974-06-28,6.6754981831573E+01,D,8.0739768863926E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1974-07-31,6.6395067574102E+01,D,8.1864623194664E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1974-08-30,6.5753214620344E+01,D,8.3760531863900E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1974-09-30,6.7596633398662E+01,D,7.8365339776892E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1974-10-31,6.7782509991188E+01,D,7.7730603197104E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1974-11-29,6.9084301863192E+01,D,7.3887558930026E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1974-12-31,7.0130341725007E+01,D,7.0924065358483E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1975-01-31,6.9911552976352E+01,D,7.1548647313492E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1975-02-28,7.0665954846503E+01,D,6.9365237326923E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1975-03-31,6.9415572677152E+01,D,7.2931864769871E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1975-04-30,6.7508187286790E+01,D,7.8498234361525E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1975-05-30,6.9002499672144E+01,D,7.4124258313106E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1975-06-30,6.8368946994892E+01,D,7.5967038978998E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1975-07-31,6.7563790333444E+01,D,7.8333752632077E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1975-08-29,6.7087435535487E+01,D,7.9747286938613E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1975-09-30,6.6635031909361E+01,D,8.1099072059420E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1975-10-31,6.8565764017266E+01,D,7.5392745723696E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1975-11-28,6.7999956193615E+01,D,7.7048188004542E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1975-12-31,6.9203134218511E+01,D,7.3544209447959E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1976-01-30,6.9117955082700E+01,D,7.3790262747539E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1976-02-27,6.9280863023603E+01,D,7.3319941734276E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1976-03-31,6.9442728287004E+01,D,7.2893621255520E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1976-04-30,6.9529442619846E+01,D,7.2644170298384E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1976-05-28,6.8299999509148E+01,D,7.6168612245236E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1976-06-30,6.8846438317225E+01,D,7.4617449964529E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1976-07-30,6.9511365237093E+01,D,7.2656359637371E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1976-08-31,6.9886050650092E+01,D,7.1621576630839E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1976-09-30,7.0434605098166E+01,D,7.0058708192751E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1976-10-29,7.1412313226334E+01,D,6.7266258474670E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1976-11-30,7.3876325407022E+01,D,6.0522388941267E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1976-12-31,7.3738863972085E+01,D,6.0894670928566E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1977-01-31,7.1354676412919E+01,D,6.7538466699839E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1977-02-28,7.0919015042201E+01,D,6.8763996369397E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1977-03-31,7.0962634338125E+01,D,6.8565772388158E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1977-04-29,7.1042276682688E+01,D,6.8304153558672E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1977-05-31,7.1209918339887E+01,D,6.7982117269037E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1977-06-30,7.1824194789965E+01,D,6.6153507754577E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1977-07-29,7.0770635140840E+01,D,6.9069512663212E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1977-08-31,7.1019349362941E+01,D,6.8406078982495E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1977-09-30,7.0480206852639E+01,D,6.9929334196110E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1977-10-31,6.9524935472121E+01,D,7.2736797343403E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1977-11-30,6.9758376481026E+01,D,7.1987088618682E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1977-12-30,6.8879355983579E+01,D,7.4481111404254E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1978-01-31,6.8409624209335E+01,D,7.5889747422578E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1978-02-28,6.7947400082078E+01,D,7.7244933191673E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1978-03-31,6.7784247743928E+01,D,7.7725478633998E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1978-04-28,6.7321073573079E+01,D,7.9052740110003E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1978-05-31,6.6612336386955E+01,D,8.1211576803747E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1978-06-30,6.5982150836654E+01,D,8.3111641180824E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1978-07-31,6.6226219683000E+01,D,8.2463931063957E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1978-08-31,6.6391330350354E+01,D,8.1875874880123E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1978-09-29,6.6082893406613E+01,D,8.2761356209699E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1978-10-31,6.4648908625260E+01,D,8.7192013186404E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1978-11-30,6.5254629891838E+01,D,8.5327879472196E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1978-12-29,6.3685500370455E+01,D,9.0143866068316E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1979-01-31,6.4712664791198E+01,D,8.6994980167679E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1979-02-28,6.3621196435521E+01,D,9.0345689062900E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1979-03-30,6.4003198648686E+01,D,8.9149725939817E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1979-04-30,6.3555935497016E+01,D,9.0550724361805E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1979-05-31,6.4766483050680E+01,D,8.6781287173232E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1979-06-29,6.5866604586167E+01,D,8.3416310555421E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1979-07-31,6.5072239774578E+01,D,8.5840358087429E+00
2000051,DISCBOND,5005,Fama Bliss Discount Bonds - 5-Year (Nominal),1979-08-31,6.4208579788957E+01,D,8.8509670906677E+00
